id,label
124902039,PROTEIN_CODING
124906126,PROTEIN_CODING
106480764,ncRNA
5623,PROTEIN_CODING
100421689,PSEUDO
387747,PROTEIN_CODING
124903991,BIOLOGICAL_REGION
116158485,PROTEIN_CODING
121852932,BIOLOGICAL_REGION
3132,BIOLOGICAL_REGION
124403899,BIOLOGICAL_REGION
122889067,BIOLOGICAL_REGION
123956131,BIOLOGICAL_REGION
116936,ncRNA
100420535,PSEUDO
619556,ncRNA
124153159,BIOLOGICAL_REGION
123956271,BIOLOGICAL_REGION
110120640,PSEUDO
124901535,snoRNA
28855,PSEUDO
124900457,rRNA
100420052,PSEUDO
122787150,BIOLOGICAL_REGION
124902600,BIOLOGICAL_REGION
124252623,BIOLOGICAL_REGION
100421400,PSEUDO
26338,PROTEIN_CODING
619552,ncRNA
116268476,BIOLOGICAL_REGION
107161161,BIOLOGICAL_REGION
113845781,BIOLOGICAL_REGION
100271181,PSEUDO
106479579,PSEUDO
124904116,snoRNA
122889007,BIOLOGICAL_REGION
107075214,PROTEIN_CODING
108254688,BIOLOGICAL_REGION
100873675,ncRNA
124901010,PSEUDO
121627965,BIOLOGICAL_REGION
111875818,BIOLOGICAL_REGION
390836,PROTEIN_CODING
101060006,PSEUDO
133748,PSEUDO
106481282,PSEUDO
100189305,ncRNA
106478922,PSEUDO
100873891,PSEUDO
106479952,PSEUDO
106481725,PSEUDO
110437700,BIOLOGICAL_REGION
123192020,BIOLOGICAL_REGION
124110277,BIOLOGICAL_REGION
8489,PSEUDO
106479735,PSEUDO
122861245,BIOLOGICAL_REGION
100873383,ncRNA
102465495,ncRNA
116216147,BIOLOGICAL_REGION
123466220,BIOLOGICAL_REGION
113875027,BIOLOGICAL_REGION
121740736,BIOLOGICAL_REGION
106633803,PSEUDO
124905723,PSEUDO
351143,PSEUDO
644522,PSEUDO
360170,BIOLOGICAL_REGION
100874520,PSEUDO
100873587,PSEUDO
106479871,PSEUDO
124903095,snoRNA
100128548,PSEUDO
100422833,tRNA
120908910,BIOLOGICAL_REGION
399666,BIOLOGICAL_REGION
353007,PSEUDO
123575670,BIOLOGICAL_REGION
100189308,tRNA
100500870,ncRNA
100421870,PSEUDO
123256955,BIOLOGICAL_REGION
100288656,BIOLOGICAL_REGION
100312829,PSEUDO
644850,PSEUDO
110120629,PSEUDO
106633814,PSEUDO
109729122,BIOLOGICAL_REGION
121815971,BIOLOGICAL_REGION
126037,PSEUDO
100421091,PSEUDO
81421,BIOLOGICAL_REGION
106479113,BIOLOGICAL_REGION
100288964,PSEUDO
106481020,BIOLOGICAL_REGION
283869,PROTEIN_CODING
574470,ncRNA
113939967,BIOLOGICAL_REGION
106480724,BIOLOGICAL_REGION
442017,PSEUDO
116268465,PSEUDO
121847977,BIOLOGICAL_REGION
106480048,PSEUDO
100271648,BIOLOGICAL_REGION
123881324,BIOLOGICAL_REGION
28735,ncRNA
106480669,PSEUDO
124310605,BIOLOGICAL_REGION
442042,PSEUDO
122128436,BIOLOGICAL_REGION
102466518,ncRNA
100873622,PSEUDO
122847295,BIOLOGICAL_REGION
123956173,BIOLOGICAL_REGION
124900875,PROTEIN_CODING
100271586,BIOLOGICAL_REGION
123002306,BIOLOGICAL_REGION
100873648,PSEUDO
110386949,BIOLOGICAL_REGION
121815952,BIOLOGICAL_REGION
105373251,PROTEIN_CODING
646538,PSEUDO
112136108,BIOLOGICAL_REGION
106481799,ncRNA
123881366,BIOLOGICAL_REGION
123477729,BIOLOGICAL_REGION
100873676,ncRNA
100873398,ncRNA
106480608,PSEUDO
107075198,BIOLOGICAL_REGION
645993,PSEUDO
100422449,PSEUDO
124906193,BIOLOGICAL_REGION
677806,PSEUDO
124901914,PSEUDO
121847995,BIOLOGICAL_REGION
124903992,PSEUDO
100132199,PSEUDO
85347,PROTEIN_CODING
124904051,PSEUDO
124900361,PSEUDO
106479430,BIOLOGICAL_REGION
106480824,ncRNA
106480772,BIOLOGICAL_REGION
113218484,ncRNA
100616210,ncRNA
100420295,PSEUDO
106480272,PROTEIN_CODING
106480804,PSEUDO
112272560,BIOLOGICAL_REGION
117125591,PROTEIN_CODING
112840935,BIOLOGICAL_REGION
122817712,BIOLOGICAL_REGION
121740728,BIOLOGICAL_REGION
693136,ncRNA
105377824,PROTEIN_CODING
109616997,ncRNA
120893139,BIOLOGICAL_REGION
100271482,PSEUDO
123497968,BIOLOGICAL_REGION
767603,ncRNA
123956182,BIOLOGICAL_REGION
729480,PSEUDO
100133038,PSEUDO
402273,PROTEIN_CODING
100189515,ncRNA
100288484,PROTEIN_CODING
326303,PSEUDO
100419693,PSEUDO
106480693,PSEUDO
100287579,PSEUDO
100131233,PSEUDO
106480700,PSEUDO
100302145,rRNA
122056842,BIOLOGICAL_REGION
123477804,BIOLOGICAL_REGION
106481549,PSEUDO
124901853,snoRNA
646255,PSEUDO
112840926,BIOLOGICAL_REGION
124252641,BIOLOGICAL_REGION
116186922,PROTEIN_CODING
124904580,PSEUDO
100135064,PSEUDO
123833523,BIOLOGICAL_REGION
106480672,BIOLOGICAL_REGION
124901206,snoRNA
100189360,tRNA
106480634,PSEUDO
100033404,PSEUDO
100286929,PSEUDO
106479204,BIOLOGICAL_REGION
107075154,PSEUDO
649288,PSEUDO
100419968,PSEUDO
100270970,PSEUDO
109617002,ncRNA
124174280,BIOLOGICAL_REGION
101929480,PSEUDO
124905196,PSEUDO
124900263,ncRNA
124904803,ncRNA
391746,PSEUDO
100189200,tRNA
359733,PSEUDO
102465871,ncRNA
121852953,BIOLOGICAL_REGION
106480501,BIOLOGICAL_REGION
124416926,BIOLOGICAL_REGION
123480944,BIOLOGICAL_REGION
100616472,ncRNA
124903746,PSEUDO
113146426,BIOLOGICAL_REGION
121009681,BIOLOGICAL_REGION
106481342,PSEUDO
100874435,PSEUDO
124903119,snoRNA
100129227,PSEUDO
124902592,ncRNA
111365152,PSEUDO
220433,PSEUDO
106479836,PSEUDO
28623,tRNA
100151658,ncRNA
112577546,BIOLOGICAL_REGION
106479051,PSEUDO
28431,PSEUDO
121132681,BIOLOGICAL_REGION
100302126,ncRNA
113939984,BIOLOGICAL_REGION
100420281,PSEUDO
111365188,ncRNA
131055,PSEUDO
113218491,ncRNA
100128664,PSEUDO
134997,PSEUDO
109729126,PROTEIN_CODING
648294,PSEUDO
112163625,BIOLOGICAL_REGION
102465464,ncRNA
121847965,BIOLOGICAL_REGION
106479632,PSEUDO
26805,snoRNA
102466874,ncRNA
100189520,PSEUDO
107075189,BIOLOGICAL_REGION
124352653,BIOLOGICAL_REGION
402149,PSEUDO
106480194,ncRNA
100302221,ncRNA
123256944,BIOLOGICAL_REGION
121725195,BIOLOGICAL_REGION
390324,PROTEIN_CODING
100271132,PSEUDO
100462986,PSEUDO
652411,PSEUDO
28504,ncRNA
100422695,PSEUDO
106479843,PSEUDO
116276454,BIOLOGICAL_REGION
100616432,ncRNA
102467003,PSEUDO
122128438,BIOLOGICAL_REGION
376693,PSEUDO
100420879,PROTEIN_CODING
122149357,BIOLOGICAL_REGION
120883622,BIOLOGICAL_REGION
100271010,BIOLOGICAL_REGION
100873226,PSEUDO
646566,PSEUDO
729536,PSEUDO
112533650,BIOLOGICAL_REGION
121832840,BIOLOGICAL_REGION
121725148,BIOLOGICAL_REGION
123493325,BIOLOGICAL_REGION
122094861,BIOLOGICAL_REGION
106480522,BIOLOGICAL_REGION
100419678,PSEUDO
100189253,ncRNA
106480532,BIOLOGICAL_REGION
100420572,PSEUDO
112296179,BIOLOGICAL_REGION
6084,snoRNA
504181,BIOLOGICAL_REGION
106481491,PSEUDO
106480761,tRNA
106479955,PSEUDO
112872294,BIOLOGICAL_REGION
122152295,BIOLOGICAL_REGION
121079944,BIOLOGICAL_REGION
121009676,BIOLOGICAL_REGION
106480883,BIOLOGICAL_REGION
100421599,PSEUDO
100189001,tRNA
100131127,PSEUDO
124900528,PSEUDO
106480164,PSEUDO
28599,PSEUDO
100271184,PSEUDO
123466223,BIOLOGICAL_REGION
81274,PROTEIN_CODING
724024,ncRNA
123956215,BIOLOGICAL_REGION
100270989,PSEUDO
267010,ncRNA
123956166,BIOLOGICAL_REGION
124900199,snoRNA
647002,PSEUDO
121392925,BIOLOGICAL_REGION
116268451,BIOLOGICAL_REGION
106479017,tRNA
337984,PSEUDO
106481457,PSEUDO
28411,BIOLOGICAL_REGION
403236,BIOLOGICAL_REGION
120807611,PSEUDO
100422858,ncRNA
644761,PROTEIN_CODING
106480639,PSEUDO
123493222,BIOLOGICAL_REGION
574506,tRNA
113788294,BIOLOGICAL_REGION
391189,PROTEIN_CODING
100462872,BIOLOGICAL_REGION
121079953,BIOLOGICAL_REGION
112577548,BIOLOGICAL_REGION
798,PSEUDO
121627874,BIOLOGICAL_REGION
121815964,BIOLOGICAL_REGION
100271021,PSEUDO
121079948,BIOLOGICAL_REGION
124903547,PSEUDO
112577554,BIOLOGICAL_REGION
100462797,PSEUDO
112267990,BIOLOGICAL_REGION
100873777,PSEUDO
108254682,PROTEIN_CODING
106481157,PSEUDO
124904361,PSEUDO
124174282,PSEUDO
102465836,rRNA
123466230,BIOLOGICAL_REGION
111501772,rRNA
124905272,snoRNA
347544,PROTEIN_CODING
109616990,ncRNA
124902345,snoRNA
124905024,PSEUDO
102723977,PSEUDO
100131339,PSEUDO
100189238,tRNA
121144499,BIOLOGICAL_REGION
644694,PSEUDO
112136106,BIOLOGICAL_REGION
100500912,ncRNA
6073,BIOLOGICAL_REGION
108783646,PSEUDO
106481488,PSEUDO
124153126,BIOLOGICAL_REGION
106480409,PSEUDO
124906346,PSEUDO
106481529,PSEUDO
113875029,BIOLOGICAL_REGION
100419639,PSEUDO
100271002,PSEUDO
28434,PSEUDO
100422821,ncRNA
677830,PSEUDO
677828,ncRNA
100188847,ncRNA
110806299,PSEUDO
100189494,ncRNA
729301,PSEUDO
106479497,BIOLOGICAL_REGION
100422999,ncRNA
100147764,ncRNA
122094900,BIOLOGICAL_REGION
100616268,ncRNA
100422978,ncRNA
246744,BIOLOGICAL_REGION
106479240,PSEUDO
100380878,ncRNA
100423013,ncRNA
729962,PSEUDO
406913,ncRNA
106479953,PSEUDO
645412,PSEUDO
100271147,PSEUDO
100616441,ncRNA
124902570,ncRNA
121366068,BIOLOGICAL_REGION
124900222,snoRNA
124906364,PSEUDO
4539,BIOLOGICAL_REGION
100126342,ncRNA
123477786,BIOLOGICAL_REGION
100418713,PSEUDO
644020,PSEUDO
102466235,ncRNA
106480860,BIOLOGICAL_REGION
730755,PROTEIN_CODING
100873892,PSEUDO
123522801,BIOLOGICAL_REGION
109623456,ncRNA
123620091,BIOLOGICAL_REGION
401777,PSEUDO
100874429,PSEUDO
124908453,PROTEIN_CODING
123038184,BIOLOGICAL_REGION
123477774,BIOLOGICAL_REGION
121838592,BIOLOGICAL_REGION
122710287,BIOLOGICAL_REGION
123464483,BIOLOGICAL_REGION
124900914,ncRNA
6644,PSEUDO
116216122,BIOLOGICAL_REGION
574482,ncRNA
403301,PSEUDO
121079954,BIOLOGICAL_REGION
124900930,PSEUDO
121009682,BIOLOGICAL_REGION
100129734,PSEUDO
113939921,BIOLOGICAL_REGION
100189098,ncRNA
791227,tRNA
100422981,ncRNA
124903422,ncRNA
122817730,BIOLOGICAL_REGION
728255,PSEUDO
112695099,BIOLOGICAL_REGION
112042779,BIOLOGICAL_REGION
121838575,BIOLOGICAL_REGION
112163543,BIOLOGICAL_REGION
6982,BIOLOGICAL_REGION
100500882,ncRNA
108281147,PSEUDO
100422823,PSEUDO
106479486,BIOLOGICAL_REGION
112935943,BIOLOGICAL_REGION
124900421,PSEUDO
110121295,PSEUDO
121725164,BIOLOGICAL_REGION
112903837,BIOLOGICAL_REGION
10337,PSEUDO
100132849,PSEUDO
643332,PSEUDO
112577595,BIOLOGICAL_REGION
148330,PSEUDO
121009633,BIOLOGICAL_REGION
100287614,PROTEIN_CODING
106479500,BIOLOGICAL_REGION
121392908,BIOLOGICAL_REGION
111946252,BIOLOGICAL_REGION
124901839,snoRNA
121838572,BIOLOGICAL_REGION
100421601,PSEUDO
644198,PSEUDO
100302219,ncRNA
100616451,PSEUDO
124903117,tRNA
124904114,PSEUDO
106479903,PSEUDO
121740730,BIOLOGICAL_REGION
123002304,BIOLOGICAL_REGION
106479597,PSEUDO
28787,PSEUDO
28874,PSEUDO
692085,snoRNA
108903149,PROTEIN_CODING
100240710,PSEUDO
124902596,BIOLOGICAL_REGION
123575656,BIOLOGICAL_REGION
123493315,BIOLOGICAL_REGION
123002327,BIOLOGICAL_REGION
646012,PSEUDO
106481820,BIOLOGICAL_REGION
121725118,BIOLOGICAL_REGION
112552167,BIOLOGICAL_REGION
692195,ncRNA
124902331,PSEUDO
100421704,PSEUDO
112935900,BIOLOGICAL_REGION
121392917,BIOLOGICAL_REGION
113839569,BIOLOGICAL_REGION
266699,PSEUDO
391710,PSEUDO
100874289,PSEUDO
122128468,BIOLOGICAL_REGION
120883621,BIOLOGICAL_REGION
106479276,BIOLOGICAL_REGION
124903805,ncRNA
110120859,PROTEIN_CODING
116286192,PSEUDO
106479582,PSEUDO
122889035,BIOLOGICAL_REGION
121530596,BIOLOGICAL_REGION
122094844,BIOLOGICAL_REGION
124210616,BIOLOGICAL_REGION
106480036,PSEUDO
100873372,ncRNA
112840924,BIOLOGICAL_REGION
121392890,BIOLOGICAL_REGION
100189355,ncRNA
26796,ncRNA
100418885,PSEUDO
353013,PSEUDO
100423012,tRNA
128312,PSEUDO
106479460,BIOLOGICAL_REGION
100873663,ncRNA
123575680,BIOLOGICAL_REGION
100616477,ncRNA
106480127,PSEUDO
100130972,PSEUDO
101927327,PSEUDO
28357,PSEUDO
406902,snoRNA
115804233,BIOLOGICAL_REGION
116309158,BIOLOGICAL_REGION
124902817,PSEUDO
120908906,BIOLOGICAL_REGION
100418959,PSEUDO
28745,ncRNA
112978669,BIOLOGICAL_REGION
121201614,BIOLOGICAL_REGION
122152297,BIOLOGICAL_REGION
100419894,PSEUDO
124903100,ncRNA
122817731,BIOLOGICAL_REGION
123464506,BIOLOGICAL_REGION
121627903,BIOLOGICAL_REGION
112163528,BIOLOGICAL_REGION
100422880,ncRNA
124310607,BIOLOGICAL_REGION
114827815,PSEUDO
100189531,ncRNA
112840902,BIOLOGICAL_REGION
106481106,BIOLOGICAL_REGION
116268462,BIOLOGICAL_REGION
724026,ncRNA
100873783,PSEUDO
28641,BIOLOGICAL_REGION
124903270,snoRNA
115945147,BIOLOGICAL_REGION
116276482,BIOLOGICAL_REGION
124900490,PSEUDO
6088,ncRNA
112552148,BIOLOGICAL_REGION
645968,PSEUDO
124225047,BIOLOGICAL_REGION
106480080,PSEUDO
79283,PROTEIN_CODING
113788265,BIOLOGICAL_REGION
106480514,BIOLOGICAL_REGION
100421809,PROTEIN_CODING
359774,PSEUDO
121853069,BIOLOGICAL_REGION
112163676,BIOLOGICAL_REGION
100420324,PSEUDO
122889022,BIOLOGICAL_REGION
124416836,BIOLOGICAL_REGION
124901524,ncRNA
124905271,ncRNA
102465493,ncRNA
100271616,PSEUDO
100873764,PSEUDO
116309160,BIOLOGICAL_REGION
107985645,BIOLOGICAL_REGION
105375192,PSEUDO
28726,ncRNA
121725188,BIOLOGICAL_REGION
100873411,PSEUDO
112695106,BIOLOGICAL_REGION
121627961,BIOLOGICAL_REGION
100421439,PSEUDO
123230397,BIOLOGICAL_REGION
100271438,PSEUDO
106479437,PSEUDO
100616303,PSEUDO
122756682,BIOLOGICAL_REGION
124907929,PROTEIN_CODING
102466733,ncRNA
100270902,PSEUDO
112529901,BIOLOGICAL_REGION
112543430,BIOLOGICAL_REGION
115945158,PSEUDO
245931,PSEUDO
100847083,ncRNA
100132673,PROTEIN_CODING
121725061,BIOLOGICAL_REGION
100287335,PSEUDO
100129853,PSEUDO
727810,PSEUDO
100189459,tRNA
106480361,ncRNA
23606,PSEUDO
574473,ncRNA
108449897,BIOLOGICAL_REGION
124210607,BIOLOGICAL_REGION
106481757,BIOLOGICAL_REGION
644202,PSEUDO
100420839,PSEUDO
3009,PSEUDO
100419748,PSEUDO
107403070,BIOLOGICAL_REGION
643412,PSEUDO
124901822,PSEUDO
100189120,tRNA
123575627,BIOLOGICAL_REGION
28942,PSEUDO
100271120,PSEUDO
124174276,BIOLOGICAL_REGION
100616394,ncRNA
100616423,snoRNA
100128617,PSEUDO
26771,ncRNA
100271607,PSEUDO
122817728,BIOLOGICAL_REGION
106481087,BIOLOGICAL_REGION
100270670,PSEUDO
106481604,PSEUDO
403294,PROTEIN_CODING
123038187,BIOLOGICAL_REGION
100499457,PSEUDO
106479739,PSEUDO
106480128,PSEUDO
121838567,BIOLOGICAL_REGION
100847005,ncRNA
121529649,BIOLOGICAL_REGION
106479138,BIOLOGICAL_REGION
124416863,BIOLOGICAL_REGION
100151648,ncRNA
108281159,BIOLOGICAL_REGION
124902826,ncRNA
171022,PROTEIN_CODING
107075182,BIOLOGICAL_REGION
106480211,BIOLOGICAL_REGION
124310572,BIOLOGICAL_REGION
116225300,BIOLOGICAL_REGION
79512,PROTEIN_CODING
124416918,BIOLOGICAL_REGION
109623475,ncRNA
100422914,ncRNA
115801446,PSEUDO
121967050,BIOLOGICAL_REGION
28598,PSEUDO
106480201,PSEUDO
109623476,ncRNA
106481314,PSEUDO
122094906,BIOLOGICAL_REGION
106480345,BIOLOGICAL_REGION
124903104,ncRNA
326606,PSEUDO
101901829,PSEUDO
85388,ncRNA
124904362,BIOLOGICAL_REGION
123987613,BIOLOGICAL_REGION
111721703,BIOLOGICAL_REGION
106479111,PSEUDO
100131572,PSEUDO
100288010,BIOLOGICAL_REGION
124905157,ncRNA
100873726,ncRNA
102466720,ncRNA
83896,PROTEIN_CODING
28733,ncRNA
106479519,BIOLOGICAL_REGION
124905160,ncRNA
121967044,BIOLOGICAL_REGION
124901542,snoRNA
111556151,rRNA
112469009,BIOLOGICAL_REGION
100132669,PSEUDO
645203,PROTEIN_CODING
124900431,ncRNA
106480921,BIOLOGICAL_REGION
121132706,BIOLOGICAL_REGION
28898,PSEUDO
121175363,BIOLOGICAL_REGION
729774,PSEUDO
6736,PSEUDO
100289099,PSEUDO
111946236,BIOLOGICAL_REGION
645980,PSEUDO
106480415,PSEUDO
121838566,BIOLOGICAL_REGION
112533675,BIOLOGICAL_REGION
100271282,PSEUDO
112695113,BIOLOGICAL_REGION
112935901,BIOLOGICAL_REGION
100873517,ncRNA
121392918,BIOLOGICAL_REGION
121132684,BIOLOGICAL_REGION
100873424,ncRNA
106479359,BIOLOGICAL_REGION
121847959,BIOLOGICAL_REGION
107063538,PSEUDO
643653,PSEUDO
389787,PSEUDO
100419178,PSEUDO
100873612,ncRNA
106481271,PSEUDO
123833525,BIOLOGICAL_REGION
100847055,ncRNA
106479184,BIOLOGICAL_REGION
100189159,tRNA
105372825,PROTEIN_CODING
123493288,BIOLOGICAL_REGION
106479141,BIOLOGICAL_REGION
106479175,BIOLOGICAL_REGION
728782,PSEUDO
112942284,BIOLOGICAL_REGION
116158542,ncRNA
124901548,PSEUDO
121627828,BIOLOGICAL_REGION
100873434,PSEUDO
123497944,BIOLOGICAL_REGION
407024,ncRNA
100271036,PSEUDO
124901516,PSEUDO
124153149,BIOLOGICAL_REGION
123493296,BIOLOGICAL_REGION
106481502,PSEUDO
128500,PROTEIN_CODING
100500810,ncRNA
106480752,PSEUDO
121331303,BIOLOGICAL_REGION
114004401,BIOLOGICAL_REGION
121466699,BIOLOGICAL_REGION
106479069,ncRNA
106783509,PSEUDO
102465516,ncRNA
112935898,BIOLOGICAL_REGION
113839571,BIOLOGICAL_REGION
112978667,BIOLOGICAL_REGION
100420437,PSEUDO
677811,PSEUDO
100271336,PSEUDO
106481364,PSEUDO
106480541,PSEUDO
100873897,PSEUDO
106481801,ncRNA
122094871,BIOLOGICAL_REGION
124904852,ncRNA
28488,tRNA
124903839,PROTEIN_CODING
100616315,ncRNA
400061,PSEUDO
100616218,tRNA
106480056,PSEUDO
124903253,PSEUDO
123256940,BIOLOGICAL_REGION
112840941,BIOLOGICAL_REGION
107075188,PSEUDO
121587588,BIOLOGICAL_REGION
112903835,BIOLOGICAL_REGION
121587544,BIOLOGICAL_REGION
113839536,BIOLOGICAL_REGION
100147818,ncRNA
124904988,PSEUDO
121079942,BIOLOGICAL_REGION
124416894,BIOLOGICAL_REGION
93202,PROTEIN_CODING
644265,BIOLOGICAL_REGION
112552156,BIOLOGICAL_REGION
100420681,PSEUDO
441722,PROTEIN_CODING
124907904,PSEUDO
122889024,BIOLOGICAL_REGION
113939948,BIOLOGICAL_REGION
120893164,BIOLOGICAL_REGION
122056869,BIOLOGICAL_REGION
120908921,BIOLOGICAL_REGION
406884,ncRNA
102466616,ncRNA
3542,BIOLOGICAL_REGION
106481719,PSEUDO
171421,PSEUDO
100288726,BIOLOGICAL_REGION
100420258,PROTEIN_CODING
28340,BIOLOGICAL_REGION
109611589,ncRNA
285415,PSEUDO
121530594,BIOLOGICAL_REGION
124901556,snoRNA
124901936,PSEUDO
100421819,PSEUDO
731308,PSEUDO
100873883,PSEUDO
124901224,PSEUDO
574490,ncRNA
121838600,BIOLOGICAL_REGION
124902096,snoRNA
100270924,PSEUDO
106481063,BIOLOGICAL_REGION
100421341,PSEUDO
121466713,BIOLOGICAL_REGION
121853047,BIOLOGICAL_REGION
112806069,BIOLOGICAL_REGION
106479432,BIOLOGICAL_REGION
81210,PROTEIN_CODING
124903429,ncRNA
106479415,BIOLOGICAL_REGION
112163551,BIOLOGICAL_REGION
124905752,PSEUDO
81204,PSEUDO
390688,PSEUDO
121099721,BIOLOGICAL_REGION
6984,PSEUDO
123881332,BIOLOGICAL_REGION
124902019,BIOLOGICAL_REGION
117134595,BIOLOGICAL_REGION
149699,PSEUDO
100873509,ncRNA
116186918,PROTEIN_CODING
116186912,BIOLOGICAL_REGION
100312811,BIOLOGICAL_REGION
644754,PSEUDO
100873486,PSEUDO
121466731,BIOLOGICAL_REGION
123956200,BIOLOGICAL_REGION
100302203,ncRNA
117038774,BIOLOGICAL_REGION
106481620,snoRNA
28430,PSEUDO
106481711,snoRNA
100420660,PSEUDO
107105260,PSEUDO
124904666,BIOLOGICAL_REGION
121725082,BIOLOGICAL_REGION
